structure_id,bridge_no,latitude,longitude,pga
0017963D,520/14,47.6419,122.201,0.402409
0017963S,520/14.5P,47.6432,122.201,0.401879
0017963V,520/15,47.6421,122.2,0.4022
0017963W,520/15.85,47.6404,122.198,0.402669
0017963Y,520/15.9,47.6407,122.197,0.402468
0017963B,520/16N,47.6405,122.197,0.402558
0007839B,520/16S,47.6396,122.196,0.402874
0014039C,520/18E-N,47.6313,122.19,0.405554
0014039D,520/19E-N,47.6332,122.187,0.404609
0014039F,520/19W-N,47.6332,122.187,0.4046
0006470C,520/1W-S,47.6422,122.322,0.414216
0006861A,520/2,47.6426,122.318,0.413545
0014039E,520/20E-N,47.6341,122.187,0.404235
0007839C,520/21N,47.6321,122.185,0.404898
0008591A,520/21S,47.6322,122.186,0.404884
0014039G,520/22.5S,47.6333,122.188,0.404641
0007839D,520/22N,47.6323,122.185,0.404784
0008591B,520/22S,47.6319,122.185,0.404925
0009086A,520/25N,47.6321,122.182,0.404595
0009086B,520/25S,47.6319,122.181,0.404645
0009086C,520/27N,47.6313,122.176,0.404479
0009086D,520/27S,47.6307,122.176,0.404665
0006819A,520/3,47.6427,122.318,0.413425
0014849A,520/30BP,47.6301,122.168,0.404149
0008744B,520/30N,47.63,122.168,0.404163
0008744A,520/30S,47.6299,122.167,0.404146
0014849D,520/32BP,47.6298,122.154,0.402264
0009259B,520/32N,47.6297,122.154,0.402299
0009259A,520/32S,47.6295,122.154,0.402355
0014849C,520/34BP,47.6315,122.149,0.401
0014849B,520/34N,47.6315,122.148,0.400936
0009259C,520/34S,47.6312,122.148,0.401073
0011764A,520/36,47.634,122.143,0.399711
00200416,520/36.5,47.6392,122.136,0.397429
0011314A,520/37,47.646,122.134,0.39516
0012854A,520/38,47.6544,122.137,0.393716
0011314B,520/39,47.6606,122.135,0.392829
0011314C,520/39P,47.6605,122.135,0.392848
0006819B,520/3E-N,47.6436,122.305,0.411523
0014444A,520/42N,47.6673,122.127,0.391447
0017637B,520/42N-E,47.6668,122.127,0.391499
0010201A,520/42S,47.6671,122.127,0.391468
0017637A,520/42W-N,47.6674,122.126,0.391274
0014444B,520/46,47.6689,122.108,0.389517
0014444C,520/48A,47.6707,122.107,0.389222
000000NW,520/5,47.6442,122.302,0.410824
0006872A,520/6,47.6448,122.299,0.410128
0006872B,520/6A,47.6419,122.297,0.411368
0006872D,520/6B,47.6424,122.297,0.411107
0006872H,520/6N-E,47.6434,122.294,0.410343
0006872F,520/6N-N,47.6467,122.302,0.40958
0006872E,520/6W-W,47.6452,122.293,0.409327
0006651A,520/7.5,47.6448,122.29,0.409144
0018432A,520/7.7S,47.6442,122.28,0.408448
0018066A,520/8,47.6431,122.274,0.408338
0018066B,520/8.5N,47.6386,122.244,0.407006
0018066C,520/8.5S,47.6384,122.244,0.407098
0017963C,520/9LID,47.6372,122.238,0.407239
0016726A,522/135,47.8136,122.077,0.380525
0016726B,522/135.25,47.8149,122.073,0.379547
0018128A,522/136N,47.8311,122.052,0.373389
0006980A,522/136S,47.8309,122.052,0.373409
0018128B,522/138N,47.8311,122.052,0.373411
0006980B,522/138S,47.8311,122.049,0.372865
0018128E,522/139C,47.8341,122.022,0.364842
0018128C,522/142N,47.8485,122.008,0.358362
0008761A,522/142S,47.8485,122.008,0.358269
0018128D,522/144N,47.8574,121.991,0.351979
0008761B,522/144S,47.8573,121.991,0.351988
0006911D,522/14W-S,47.6821,122.32,0.401673
0006911E,522/15,47.6827,122.318,0.401252
0008857A,522/150,47.8624,121.984,0.349095
0017938A,522/150E-E,47.862,121.984,0.349201
00200281,522/18.25,47.7519,122.281,0.389008
00200457,522/18.5,47.7532,122.278,0.389034
00200396,522/20,47.7558,122.234,0.388388
0008257B,522/28ECD,47.7571,122.189,0.388122
0008257A,522/28N,47.757,122.189,0.388115
0006371A,522/28S,47.757,122.189,0.388114
08614500,522/30C,47.7658,122.157,0.388776
0008382G,522/30E-N,47.7577,122.184,0.388162
0008382F,522/30E-S,47.7565,122.186,0.388068
0008382H,522/30W-S,47.7591,122.18,0.388269
0012965A,522/34,47.7686,122.156,0.389004
0007270E,523/5,47.7341,122.325,0.393291
0007134B,524/10,47.8209,122.28,0.396361
08173200,524/15,47.825,122.256,0.39732
00200444,524/19.25,47.8094,122.216,0.394113
00200390,524/20,47.8092,122.212,0.394095
00200283,524/25.25,47.8054,122.157,0.391827
00200423,524/3SPP,47.8151,122.293,0.395205
00200367,524/7,47.8197,122.283,0.396118
00200368,524/8,47.8207,122.282,0.396308
00200369,524/9,47.8213,122.28,0.396433
0002656A,525/10,47.9472,122.304,0.407533
0017945A,525/1S-S,47.8284,122.267,0.397838
0011980A,525/2E,47.8361,122.269,0.399238
0011980B,525/2W,47.836,122.269,0.399222
0012036A,525/3,47.839,122.272,0.399762
0011627A,525/5,47.85,122.275,0.40178
0011627B,525/6,47.8642,122.275,0.40254
0015688A,525/7,47.869,122.277,0.402787
0008446A,526/10,47.9222,122.272,0.40285
0008446B,526/12,47.9217,122.257,0.401381
0008446C,526/12S-E,47.9227,122.261,0.401609
0008446D,526/14,47.9235,122.241,0.397426
0008446E,526/16P,47.9232,122.228,0.393585
0008446F,526/18,47.9229,122.227,0.393236
0008446G,526/20,47.9227,122.223,0.392491
0014372A,526/22E-N,47.922,122.214,0.391206
0014372B,526/24E-N,47.9206,122.208,0.390545
0008707C,526/30E-S,47.9189,122.209,0.391212
000000OP,526/8,47.9217,122.276,0.403329
0008286B,527/104,47.7944,122.215,0.392391
0013342A,527/108,47.8017,122.21,0.393166
00200284,527/110.25,47.8201,122.207,0.39547
00200443,527/114.25,47.8488,122.217,0.399922
0016494A,527/115.25,47.8607,122.219,0.399481
0013048A,527/120,47.9181,122.206,0.39103
0013188A,528/1,48.0518,122.164,0.339736
0000965A,529/10E,48.0121,122.189,0.356458
0004331A,529/10W,48.0127,122.189,0.356281
0004562A,529/15E,48.0305,122.183,0.349684
0000965B,529/15W,48.0309,122.184,0.349745
0008085E,529/1SP,47.9817,122.188,0.365374
0004373A,529/20E,48.0349,122.181,0.348068
0000965C,529/20W,48.0348,122.183,0.348341
0017948A,529/25,48.0452,122.179,0.344532
08590100,529/4P,47.9845,122.214,0.372193
08590000,529/6,47.9886,122.214,0.37073
08605400,529/7E,48.0164,122.207,0.359662
08605500,529/7W,48.0167,122.207,0.359403
0004788A,529/8E,48.0115,122.19,0.356762
0004788B,529/8W,48.0116,122.19,0.356809
0007645A,530/115,48.1878,122.203,0.325072
0014820A,530/120,48.2024,122.118,0.313179
0007733A,530/124,48.2672,122.014,0.300282
0009119A,530/126,48.2704,121.934,0.292442
0004174A,530/128,48.2743,121.911,0.289934
0008389A,530/130,48.2692,121.881,0.286936
0006897A,530/132,48.2778,121.781,0.275233
0012113A,530/134,48.2777,121.755,0.272288
0018269A,530/134.75,48.2687,121.723,0.269269
0016283A,530/135.25,48.269,121.701,0.266712
0016283B,530/135.75,48.2692,121.695,0.26605
0008804A,530/136,48.2692,121.678,0.264181
0008804B,530/137,48.2692,121.676,0.263925
0009423A,530/138,48.27,121.671,0.263402
00200131,530/203.25,48.3217,121.554,0.24693
00200445,530/204.25,48.3291,121.551,0.24611
00200450,530/205.25,48.3408,121.551,0.245419
0006038A,530/207,48.3447,121.549,0.244924
000000QV,530/210,48.3975,121.551,0.241455
00200005,530/250.55,48.4433,121.58,0.241039
000000QX,530/289,48.4822,121.592,0.239471
000000QY,530/290,48.4842,121.593,0.23939
0017754A,531/3.25,48.1535,122.241,0.33509
0016801A,531/5,48.1523,122.189,0.326719
0018623A,532/1,48.2399,122.395,0.362589
0017627A,532/2,48.2402,122.384,0.359463
0006837A,532/6,48.24,122.35,0.349671
0008650B,534/1,48.3412,122.336,0.342052
0003677A,534/2,48.341,122.324,0.339743
0004400A,536/15,48.4217,122.341,0.32846
0013162A,538/10.25,48.4355,122.294,0.319157
0013162B,538/10.55,48.4355,122.287,0.318306
0017273D,539/850.25,48.8123,122.486,0.297818
0017273E,539/851.25,48.8221,122.486,0.29702
0017273F,539/852.25,48.8263,122.486,0.296673
0017273C,539/853.25,48.8441,122.486,0.295206
0017273A,539/855,48.8669,122.486,0.293363
0017273B,539/856,48.8681,122.486,0.293265
0017469G,539/858.9C,48.9149,122.486,0.289113
0017469A,539/858E,48.9047,122.486,0.290077
0003224A,539/858W,48.9046,122.486,0.290089
0003802A,539/859E,48.915,122.485,0.28907
0017469B,539/859W,48.915,122.485,0.28907
0017469F,539/860.9C,48.9278,122.485,0.287819
0003802B,539/860E,48.9193,122.486,0.288671
0017469C,539/860W,48.9192,122.486,0.288683
0003802C,539/861E,48.9291,122.485,0.28769
0017469D,539/861W,48.9291,122.486,0.287703
0017469E,539/862,48.9311,122.485,0.287494
0014656A,542/1,48.7709,122.464,0.299144
0015410A,542/10,48.8414,122.294,0.289713
0015410B,542/11,48.8429,122.29,0.289876
0003486A,542/13,48.8433,122.283,0.290151
0003486B,542/14,48.8435,122.275,0.290463
0003486C,542/16,48.8415,122.261,0.291037
0003486D,542/17,48.8398,122.257,0.291002
0003486E,542/18,48.8384,122.254,0.290863
0016725A,542/20.25,48.8221,122.189,0.290419
0017941A,542/20.5C,48.8286,122.177,0.291427
0003910A,542/21,48.8483,122.161,0.294275
0003152A,542/23,48.8887,122.152,0.304452
0007408A,542/25,48.905,122.14,0.30664
0007408B,542/26.25,48.9135,122.138,0.306371
0018851A,542/27C,48.9203,122.097,0.303621
000000MV,542/28,48.9213,122.072,0.301461
0017717A,542/28.25,48.9278,122.039,0.298095
0017342A,542/29,48.9277,122.031,0.297355
0017717B,542/29.55,48.9269,122.022,0.296569
0001494A,542/30,48.9049,121.992,0.291421
0001494B,542/31,48.8922,121.963,0.285026
0017911A,542/32,48.8894,121.944,0.280692
0005092B,542/33,48.8891,121.942,0.280001
0006991A,542/34,48.9016,121.912,0.273532
0009117A,542/35,48.9059,121.907,0.271802
0001755A,542/36,48.9054,121.847,0.25498
0017875A,542/37,48.9054,121.842,0.253642
0002425A,542/38,48.9114,121.76,0.236201
0014434A,542/39,48.9113,121.76,0.236102
0016665A,542/39.15,48.9057,121.741,0.233269
0016665B,542/39.25,48.904,121.738,0.232867
0016665C,542/39.35,48.9073,121.715,0.229056
0016665D,542/39.45,48.9073,121.715,0.228978
0016665E,542/39.65,48.9074,121.713,0.228774
00200391,542/39.75,48.9111,121.701,0.226636
0005274A,542/40,48.9064,121.694,0.225909
0003017A,542/42,48.8772,121.67,0.224362
0003017B,542/43,48.8717,121.667,0.224275
0003017C,542/44,48.864,121.658,0.223549
0003017D,542/45,48.8588,121.66,0.224066
0003017E,542/46,48.8622,121.672,0.22543
0018753A,542/5,48.8085,122.342,0.290749
0008934A,543/1,48.9871,122.736,0.297223
0017064A,543/10E,48.9982,122.735,0.295851
0017064B,543/10W,48.9981,122.735,0.295887
0014295A,544/10,48.9182,122.349,0.285237
000000OK,544/13.25,48.92,122.334,0.285717
0014295B,544/9C,48.9171,122.35,0.285284
0003011D,546/11.55,48.9639,122.361,0.280625
0003078E,546/12.25,48.9633,122.343,0.280918
0006578B,546/14,48.9636,122.328,0.281472
0013661A,546/2.25,48.9644,122.475,0.283408
0013661B,546/2.55,48.9647,122.474,0.283351
0013661C,546/3.25,48.9646,122.463,0.282835
0013661D,546/5.25,48.9652,122.441,0.281849
0003078C,546/8,48.9642,122.432,0.281644
0013661E,546/9.25,48.9639,122.393,0.280602
000000AA,547/1.25,48.9333,122.144,0.304698
000000PG,547/2,48.9817,122.238,0.285623
000000QW,547/3,48.9927,122.254,0.28235
0006857A,548/1,48.8921,122.596,0.298234
08061500,548/10,48.9719,122.729,0.298601
0018089A,548/3C,48.8921,122.699,0.305577
08236500,548/5,48.9545,122.726,0.300414
0018820A,548/8.25,48.9671,122.73,0.299217
0008103A,599/10E,47.4889,122.28,0.451341
0008103B,599/10W,47.4887,122.28,0.451311
0008103C,599/15,47.4967,122.288,0.454615
0007618F,599/1S-S,47.483,122.272,0.448443
0007956B,599/5E,47.4857,122.275,0.449656
0007956C,599/5W,47.4856,122.276,0.449689
0012747A,705/10E,47.2481,122.435,0.413812
0012747C,705/10E-S,47.2503,122.436,0.414187
0012648B,705/10N-N,47.2495,122.436,0.414052
0012648A,705/10N-W,47.245,122.435,0.413402
0012747B,705/10W,47.2489,122.436,0.413944
0007326F,705/4S-N,47.2328,122.431,0.411487
0012992B,705/6E,47.235,122.43,0.411645
0012992C,705/6N-E,47.2355,122.432,0.411898
0012992A,705/6N-N,47.235,122.432,0.411857
0012992E,705/6S-N,47.236,122.432,0.41204
0012992D,705/6W,47.2368,122.432,0.412098
0014747C,705/8N-N,47.2416,122.434,0.412832
000000CZ,706/10.25,46.7473,121.925,0.339783
000000CY,706/3.25,46.7574,122.14,0.34391
000000HA,706/8,46.7553,121.961,0.340458
0011420A,706/9,46.7517,121.941,0.340132
0003272C,730/3,46.0141,118.956,0.110644
0011366E,82/138.25,46.4834,120.41,0.135003
0011366D,82/139.35,46.4665,120.386,0.134039
0008560A,821/1,46.6767,120.478,0.141869
0008560B,821/10,46.6822,120.48,0.142119
000000DA,821/105.25,46.7685,120.449,0.142845
0000652B,821/110,46.8188,120.455,0.144183
00200112,821/114.25,46.905,120.496,0.147228
0001584A,821/115,46.9171,120.508,0.148009
0003317A,821/119,46.9262,120.502,0.147706
0008672D,821/120B,46.9257,120.5,0.147634
0000652A,821/15,46.7079,120.468,0.142232
0015137D,823/1,46.6299,120.515,0.14251
0015137C,823/1.5,46.6312,120.517,0.142664
08406200,823/10,46.6793,120.498,0.14286
08406600,823/15,46.6795,120.492,0.142602
0015137I,823/2,46.6356,120.524,0.143176
0003209A,823/3E,46.6359,120.525,0.143242
0015137H,823/3W,46.636,120.525,0.143246
0003209B,823/5E,46.6371,120.527,0.14343
0015137G,823/5W,46.6371,120.527,0.143436
0015137K,823/7BP,46.6386,120.529,0.143539
0003346A,823/7E,46.6389,120.529,0.143558
0015137F,823/7W,46.6386,120.529,0.143541
0007618G,900/12W,47.5053,122.279,0.452986
0007618H,900/13W,47.4998,122.275,0.451962
0002504A,900/20,47.4821,122.203,0.431031
0007955A,900/23A,47.5017,122.2,0.433065
0008054A,900/24,47.501,122.191,0.4309
0017553A,900/26.25,47.5268,122.064,0.402406
0017553B,900/26.75,47.5301,122.062,0.402241
08674300,900/27,47.5311,122.062,0.402255
0009931A,900/29,47.54,122.065,0.403497
0008573H,900/30,47.5483,122.061,0.403213
0007768A,902/1,47.5042,117.692,0.082006
0007630A,902/10,47.5922,117.565,0.0824358
000000DB,903/3,47.1966,120.945,0.189025
0007768B,904/1,47.4363,117.791,0.0821234
0007784A,904/10,47.5652,117.594,0.0822384
0016056A,904/4.25,47.4655,117.644,0.0818148
0001140B,906/103,47.4009,121.405,0.258722
0008863A,906/105,47.3927,121.39,0.255904
0014923A,906/105A,47.3899,121.389,0.255805
0007752B,970/1,47.1831,120.903,0.183815
0010530A,970/10,47.1955,120.786,0.171261
0007792A,970/5,47.1868,120.901,0.18348
0015563A,971/3,47.8737,120.202,0.138114
0015563B,971/5,47.8739,120.201,0.138052
0018698A,99/455C,47.273,122.329,0.402917
0018290A,99/539.4,47.5915,122.336,0.441868
0018053A,KIRKLAND 1,47.7041,122.182,0.38846
