structure_id,bridge_no,latitude,longitude,pga
0005641A,90/113,47.3052,121.307,0.240515
0005641B,90/114,47.2972,121.289,0.237587
0009806B,90/117N,47.2596,121.21,0.225287
0009806A,90/117S,47.2576,121.213,0.225657
0005702A,90/118N,47.257,121.203,0.224172
0009806C,90/118S,47.2565,121.203,0.224154
0009806E,90/119,47.2501,121.19,0.222252
0013024A,90/12,47.5951,122.315,0.436883
0005872B,90/120N,47.24,121.175,0.220128
0005872A,90/120S,47.2396,121.178,0.220503
0005872C,90/121,47.2365,121.173,0.219851
0006883B,90/124N,47.2178,121.131,0.213747
0006883A,90/124S,47.2175,121.131,0.213762
00200019,90/125CN,47.2144,121.112,0.211104
0007016A,90/126N,47.2124,121.104,0.209835
0009428A,90/126S,47.2121,121.104,0.209865
0006883C,90/128N,47.2043,121.081,0.206822
0009428B,90/128S,47.2033,121.08,0.206752
0006883E,90/130N,47.1951,121.052,0.203265
0006883D,90/130S,47.1948,121.053,0.203295
0006868A,90/132N,47.1863,121.043,0.202077
0000267A,90/132S,47.1862,121.044,0.202098
0007062A,90/133,47.1834,121.015,0.197992
0003527A,90/134N,47.1845,121.005,0.19654
0006868B,90/134S,47.1842,121.005,0.196516
0007752A,90/135E-N,47.1943,120.959,0.190781
0007664B,90/136N,47.193,120.95,0.189688
0007664A,90/136S,47.1928,120.95,0.18974
0007582A,90/137,47.1909,120.936,0.187986
0007582C,90/140N,47.18,120.895,0.182865
0007582B,90/140S,47.18,120.897,0.183042
0007543B,90/141N,47.1754,120.891,0.182401
0007543A,90/141S,47.1756,120.891,0.182467
0007574A,90/144,47.1583,120.833,0.176151
0007574C,90/145N,47.1502,120.818,0.174459
0007574B,90/145S,47.1508,120.82,0.174593
0007633A,90/147,47.1142,120.791,0.171423
0007633B,90/149,47.0857,120.742,0.166648
00200378,90/149.1C,47.0817,120.735,0.165936
0008155F,90/15,47.5944,122.317,0.437521
0007724B,90/150N,47.0821,120.735,0.165941
0007724A,90/150S,47.0819,120.735,0.165991
0007904B,90/152N,47.0579,120.677,0.160611
0007904A,90/152S,47.0575,120.676,0.16058
0007830A,90/153,47.0539,120.666,0.159788
0008010B,90/154N,47.0446,120.64,0.157676
0008010A,90/154S,47.0442,120.64,0.157674
0008036B,90/155N,47.0386,120.627,0.156665
0008036A,90/155S,47.0385,120.628,0.156702
0008036D,90/156N,47.0208,120.61,0.1552
0008036C,90/156S,47.0204,120.61,0.155206
0008200B,90/160N,46.9909,120.572,0.152508
0008200A,90/160S,46.9907,120.572,0.152526
0008200C,90/161N,46.981,120.56,0.151694
0008200D,90/161S,46.9809,120.561,0.151721
0008200F,90/162N,46.975,120.547,0.150831
0008200E,90/162S,46.9746,120.547,0.150821
0008200G,90/163N,46.9741,120.542,0.150533
0008200H,90/163S,46.9738,120.542,0.15052
00200456,90/164.25,46.9715,120.529,0.149681
0008385D,90/167,46.9703,120.498,0.147852
00200055,90/168C,46.9706,120.484,0.14717
00200057,90/169.5C,46.971,120.443,0.1452
00200458,90/169.65,46.9715,120.435,0.144776
00200459,90/169.75,46.9715,120.435,0.14476
00200502,90/169.85,46.9714,120.424,0.144172
00200056,90/169C,46.9704,120.473,0.14664
0014325A,90/16BP,47.5896,122.309,0.438906
0013190C,90/16S-E,47.591,122.31,0.438456
0008386A,90/170,46.9711,120.413,0.143656
00200500,90/171.25,46.9722,120.39,0.142548
00200501,90/171.35,46.9722,120.39,0.142538
0008386B,90/172,46.9719,120.364,0.141465
0008377B,90/174N,46.9564,120.305,0.138985
0008377A,90/174S,46.9562,120.304,0.138974
0008377E,90/176N,46.9565,120.299,0.138748
0008377D,90/176S,46.9562,120.299,0.138755
0008241A,90/179,46.9397,119.99,0.129577
0008377F,90/179.25,46.9406,119.989,0.129549
0013725B,90/17BPN,47.5904,122.307,0.438215
0013725E,90/17BPS,47.5901,122.307,0.438307
0013725D,90/17ECD,47.5901,122.308,0.438437
0013190A,90/17N,47.5906,122.308,0.438293
0013725C,90/17R,47.5902,122.308,0.438416
0013725F,90/17S,47.5899,122.308,0.438491
0013190B,90/17W-N,47.59,122.305,0.437934
0013725A,90/17WCD,47.5904,122.308,0.438348
0006533A,90/180,46.942,119.974,0.129197
0013725G,90/18BP,47.5897,122.305,0.438147
0006603A,90/201,46.9449,119.962,0.128894
0011975B,90/202N,47.0209,119.945,0.126614
0011975A,90/202S,47.0206,119.944,0.126603
0007386A,90/204,47.0717,119.876,0.123906
0007386C,90/206N,47.0875,119.856,0.123195
0007386B,90/206S,47.0874,119.856,0.123198
0006858B,90/208N,47.1027,119.83,0.12236
0006858A,90/208S,47.1025,119.83,0.122361
0005688A,90/210,47.1034,119.768,0.121244
0014022A,90/212,47.1042,119.558,0.117845
0005688B,90/214,47.1044,119.449,0.115874
0005689B,90/216,47.1037,119.345,0.113693
0006298A,90/219P,47.1037,119.328,0.113306
0005705B,90/220N,47.1029,119.324,0.113224
0005705C,90/220P,47.1017,119.322,0.113201
0005705A,90/220S,47.1027,119.323,0.113219
0015898B,90/223,47.1007,119.306,0.112873
0005490B,90/225N,47.1013,119.3,0.112729
0005833A,90/225S,47.1012,119.3,0.11273
0017071A,90/228,47.1026,119.278,0.112166
0013105A,90/22LID,47.59,122.303,0.437408
0006093B,90/232N,47.0945,119.194,0.11017
0006093A,90/232S,47.0944,119.194,0.110172
0007621B,90/233N,47.0926,119.173,0.109619
0007621A,90/233S,47.0924,119.173,0.10962
0007621C,90/235,47.0883,119.129,0.10849
0007867C,90/238,47.086,119.045,0.106136
0008137B,90/239N,47.0852,119.017,0.105363
0008137A,90/239S,47.085,119.017,0.105367
0013168A,90/24.1N,47.5904,122.289,0.434886
0013168B,90/24.1P,47.5906,122.288,0.434684
0012833B,90/24.5N,47.5904,122.287,0.43473
0012833A,90/24.5R,47.5903,122.287,0.434709
000000KO,90/24.5S,47.59,122.287,0.434898
0008137D,90/240N,47.085,118.985,0.104433
0008137C,90/240S,47.085,118.985,0.104433
0013105B,90/24N,47.59,122.292,0.435576
000000KM,90/24S,47.59,122.292,0.435576
0012833C,90/25.5N,47.5897,122.258,0.430262
0012833D,90/25.5R,47.5896,122.259,0.43048
000000KP,90/25.5S,47.5893,122.256,0.430033
0012271A,90/25N,47.5902,122.282,0.433951
000000KN,90/25S,47.59,122.283,0.434255
0013659A,90/26A,47.5921,122.243,0.426822
0013199A,90/26LID,47.5902,122.25,0.428427
0009144B,90/302N,47.0877,118.92,0.102461
0009144A,90/302S,47.0872,118.919,0.102461
0009144D,90/304N,47.0867,118.88,0.101267
0009144C,90/304S,47.0867,118.88,0.101267
0009144G,90/306N,47.0873,118.875,0.101117
0009144F,90/306S,47.0869,118.875,0.101119
0009144I,90/307N,47.0863,118.812,0.0992038
0009144H,90/307S,47.0859,118.812,0.0992063
0013192A,90/31,47.5893,122.238,0.42742
0009185B,90/310N,47.0864,118.765,0.0978553
0009185A,90/310S,47.086,118.765,0.0978526
0009185D,90/312N,47.0973,118.668,0.0951251
0009185C,90/312S,47.0968,118.668,0.0951331
0009206D,90/314N,47.1017,118.602,0.093403
0009206A,90/314S,47.1013,118.602,0.0934057
0009206B,90/316N,47.1112,118.494,0.0909317
0009206C,90/316S,47.1108,118.494,0.0909334
00200081,90/318.25,47.1111,118.402,0.089094
00200062,90/318C,47.111,118.409,0.089241
0012782A,90/319E-N,47.1107,118.401,0.0890773
0013192B,90/32,47.5883,122.235,0.427516
0014601D,90/320N,47.1115,118.389,0.0888727
0014601E,90/320S,47.1112,118.389,0.0888831
0005761B,90/322N,47.1167,118.366,0.088459
0005761A,90/322S,47.1164,118.366,0.0884604
0005761C,90/324,47.1256,118.352,0.0881872
0005783A,90/327,47.1624,118.301,0.087169
0013192C,90/32E-E,47.5893,122.236,0.4272
0013195A,90/33,47.5867,122.232,0.42785
0013195B,90/33.1,47.5874,122.231,0.427509
0017217A,90/33.2,47.5867,122.232,0.427814
0005783C,90/330N,47.1918,118.258,0.0864522
0005783B,90/330S,47.1915,118.258,0.0864511
0005783D,90/332,47.211,118.226,0.0859509
0008228A,90/334,47.2333,118.151,0.0849659
0008228B,90/336N,47.2475,118.111,0.0844731
0008228C,90/336S,47.248,118.107,0.0844242
0008244C,90/338,47.2587,118.08,0.0841312
0013666B,90/33A,47.5855,122.231,0.428286
0013666A,90/33E-S,47.5873,122.232,0.427632
0013195C,90/33N-W,47.5854,122.23,0.428241
0013195D,90/33RE-S,47.5877,122.232,0.427481
0013195E,90/34,47.5866,122.23,0.427716
0013200A,90/35LID,47.5857,122.227,0.427766
0013299A,90/36,47.5819,122.219,0.428535
0013221B,90/37,47.5786,122.213,0.428203
0013221A,90/38,47.5778,122.207,0.42716
0013502A,90/3EBT,47.5953,122.328,0.438695
0013502B,90/3HOV,47.5957,122.328,0.438407
0013502C,90/3WBT,47.5946,122.328,0.439007
0008244E,90/403N,47.2981,118.025,0.0835599
0008244D,90/403S,47.298,118.025,0.0835567
0008244G,90/405N,47.3084,117.973,0.0831193
0008244F,90/405S,47.3081,117.973,0.0831178
0008194B,90/408N,47.3405,117.909,0.0826521
0008194A,90/408S,47.3403,117.908,0.0826493
0011490A,90/40N,47.5782,122.205,0.426369
0012912A,90/40S,47.5778,122.205,0.426486
0008194C,90/412,47.3953,117.84,0.0822932
0013846A,90/43E-E,47.5796,122.193,0.423709
0008610C,90/43ECD,47.5791,122.186,0.422946
0008610B,90/43N,47.5795,122.19,0.423407
0009699A,90/43P,47.5801,122.187,0.422804
0008610A,90/43S,47.5791,122.19,0.423494
0008610F,90/43S-C,47.5789,122.186,0.423058
0008610E,90/43S-E,47.58,122.189,0.423079
0008610G,90/43W-N,47.58,122.186,0.422656
0014177A,90/43W-W,47.5807,122.179,0.421357
0008610D,90/43WCD,47.58,122.182,0.42201
0008190B,90/47E-N,47.5799,122.175,0.421116
0008190C,90/48W-N,47.5811,122.172,0.420259
0008190E,90/48W-S,47.5808,122.173,0.420548
0002577A,90/50N,47.5806,122.169,0.419861
0008190A,90/50S,47.5801,122.169,0.420128
0008190D,90/50W-S,47.5806,122.168,0.419802
0007903B,90/510N,47.5604,117.606,0.0822034
0007903A,90/510S,47.5601,117.606,0.0822021
0007903D,90/512N,47.562,117.602,0.0822098
0007903C,90/512S,47.5618,117.602,0.0822085
0009893A,90/52,47.5818,122.151,0.415372
0016879A,90/52.4,47.5795,122.152,0.416094
0016879B,90/52.6,47.5795,122.151,0.415919
0006822A,90/529,47.6197,117.503,0.0827289
0006875D,90/531N,47.6315,117.484,0.0828856
0006875C,90/531S,47.6312,117.484,0.0828842
0007072A,90/533,47.6372,117.472,0.0829774
0006956A,90/535,47.645,117.455,0.0831059
0006896B,90/537,47.6456,117.452,0.0831201
0006579B,90/540N,47.6477,117.449,0.083149
0006579A,90/540S,47.6476,117.449,0.0831486
0007841A,90/545,47.6515,117.436,0.0832398
0008322D,90/545E-E,47.6523,117.429,0.0832799
0008322B,90/545N-E,47.6519,117.432,0.0832592
0008322A,90/545S-W,47.6525,117.431,0.0832681
0008322C,90/545W-W,47.6528,117.429,0.0832825
0007954A,90/546,47.6527,117.422,0.0833124
0007954B,90/546E-N,47.6525,117.414,0.0833495
0007954C,90/546S-E,47.6524,117.413,0.0833547
0008288A,90/546S-W,47.6529,117.415,0.0833498
0008307A,90/546W-N,47.6529,117.421,0.0833187
0008611A,90/548,47.6519,117.403,0.0833953
0009134B,90/54E,47.5784,122.14,0.414347
0009266A,90/54E-N,47.5787,122.143,0.414802
0009446B,90/54PN,47.5806,122.142,0.414091
0009446A,90/54PS,47.5783,122.14,0.414349
0009266B,90/54S-W,47.582,122.143,0.413993
0009134A,90/54W,47.5784,122.14,0.414384
0009557A,90/55,47.5776,122.133,0.413341
0008611B,90/550,47.6519,117.395,0.0834417
0008774A,90/562,47.6523,117.394,0.0834511
0008774D,90/562E-E,47.652,117.394,0.0834503
0009622D,90/562W-E,47.6543,117.391,0.0834893
0008611C,90/563,47.6536,117.389,0.0834964
0008540A,90/564P,47.6539,117.383,0.0835395
0005453A,90/566,47.6539,117.375,0.0835872
0005453B,90/567P,47.654,117.368,0.0836338
0005453C,90/568,47.6538,117.36,0.0836821
0005453D,90/569,47.6538,117.358,0.0836993
0009446C,90/56P,47.5707,122.111,0.410233
0005453E,90/570,47.6539,117.347,0.0837692
0005321A,90/571P,47.6538,117.342,0.0838051
0015947A,90/574N,47.657,117.322,0.0839642
0015438A,90/574S,47.6567,117.322,0.0839621
0015947C,90/574W-W,47.6557,117.325,0.083932
0015947B,90/576N,47.6588,117.32,0.0839955
0015438B,90/576S,47.6583,117.32,0.0839907
0013050A,90/577,47.6638,117.313,0.0840901
0015637A,90/578,47.6675,117.304,0.0841868
0009782A,90/579E,47.6736,117.282,0.0844348
0004637A,90/579W,47.6734,117.283,0.0844244
0015756A,90/580,47.6726,117.215,0.0849814
0012818A,90/581,47.6689,117.197,0.0850895
0005130A,90/583,47.6653,117.175,0.0852552
0005130B,90/585,47.6654,117.154,0.085452
0005158A,90/587W-W,47.6656,117.133,0.0856614
0007423A,90/589,47.6726,117.109,0.0859789
0017254A,90/589.5P,47.6727,117.11,0.0859663
0016866A,90/589P,47.6722,117.109,0.085973
0009215B,90/593N,47.6959,117.049,0.0869476
0009215A,90/593S,47.6957,117.048,0.0869454
0009133C,90/59E-N,47.565,122.1,0.408565
0009133B,90/59N,47.5657,122.1,0.408458
0009133A,90/59S,47.5653,122.1,0.40852
0013502D,90/5HOV,47.5926,122.326,0.439789
0016658A,90/61N,47.5514,122.068,0.404528
0016658B,90/61S,47.551,122.068,0.404531
00200417,90/62P,47.5504,122.06,0.40299
0008573B,90/63N,47.545,122.047,0.40004
0008573A,90/63S,47.545,122.047,0.40004
0008573D,90/65N,47.5431,122.041,0.398791
0008573C,90/65S,47.5425,122.041,0.39868
0008573G,90/65W-W,47.5432,122.041,0.398788
0016010A,90/66E-E,47.5354,122.032,0.396412
0008573F,90/66N,47.5405,122.036,0.397647
0008573E,90/66S,47.5402,122.036,0.397647
0016010C,90/67,47.5321,122.023,0.394471
0016010B,90/67E-E,47.5314,122.026,0.394974
0016010D,90/67E-N,47.5315,122.025,0.394895
0009840B,90/68N,47.532,122.022,0.394389
0009840A,90/68S,47.5316,122.023,0.394419
0009840F,90/69W-S,47.5326,122.021,0.394164
0009840D,90/70N,47.5329,122.02,0.393923
0016010E,90/70P,47.5338,122.021,0.39417
0009840C,90/70S,47.5327,122.019,0.393839
0009840E,90/70W-S,47.5332,122.019,0.393909
0009973G,90/71N,47.5367,122.012,0.392599
0009973A,90/71S,47.535,122.015,0.393204
0009973C,90/72N,47.5371,122.01,0.39218
0009973D,90/72S,47.5364,122.008,0.391695
0009973F,90/73N,47.535,122.003,0.390457
0009973E,90/73S,47.5351,122.004,0.390624
0017786A,90/74.5P,47.5342,121.962,0.382646
0009733B,90/74N,47.5315,121.98,0.385659
0009733A,90/74S,47.5311,121.98,0.385648
0004040F,90/75N,47.5333,121.958,0.381722
08642100,90/75P,47.5333,121.958,0.381653
0009820A,90/75S,47.5333,121.957,0.381391
0009820B,90/76,47.5266,121.938,0.376097
0009823B,90/77N,47.5183,121.923,0.371061
0009823A,90/77S,47.5183,121.923,0.371061
0006966B,90/78N,47.509,121.884,0.35994
0009732A,90/78S,47.5082,121.884,0.359933
0009900B,90/79N,47.5117,121.855,0.353664
0009900A,90/79S,47.5111,121.856,0.353922
0009900F,90/80.5CN,47.5046,121.823,0.34577
0009900E,90/80.5CS,47.5041,121.824,0.345975
0009900D,90/80N,47.5134,121.849,0.352467
0009900C,90/80S,47.5128,121.849,0.352487
0010124D,90/81N,47.4887,121.797,0.338847
0010124C,90/81S,47.4884,121.797,0.338919
0009814B,90/82N,47.4743,121.78,0.334277
0009814A,90/82S,47.4736,121.78,0.334028
0010124B,90/83N,47.4736,121.775,0.332995
0010124A,90/83S,47.4732,121.775,0.332978
0009810C,90/84,47.4739,121.758,0.329702
0009810B,90/85N,47.4737,121.744,0.326625
0009810A,90/85S,47.4732,121.744,0.326579
0008914B,90/89N,47.4656,121.716,0.320304
0008914A,90/89S,47.4648,121.716,0.320288
0008914D,90/90N,47.4447,121.692,0.314468
0008914C,90/90S,47.445,121.692,0.314499
0009534C,90/91.5A,47.4416,121.669,0.309664
0009534B,90/91.5N,47.4433,121.667,0.309354
0009534A,90/91.5S,47.443,121.668,0.309696
0009576C,90/91E-S,47.4427,121.672,0.310348
0009576B,90/91N,47.4432,121.672,0.310465
0004452A,90/91NF,47.4373,121.66,0.307799
0009576A,90/91S,47.4428,121.671,0.310275
0001111A,90/91SF,47.4371,121.66,0.307875
0009498D,90/92.5N,47.4307,121.635,0.302702
0009498C,90/92.5S,47.4305,121.636,0.30278
0009498B,90/92N,47.432,121.638,0.303287
0001111B,90/92NF,47.4358,121.657,0.307131
0009498A,90/92S,47.4321,121.639,0.303415
0004452B,90/92SF,47.4356,121.657,0.307134
0009996A,90/93N,47.4295,121.63,0.301562
0009498E,90/93S,47.4292,121.63,0.301548
0009217A,90/94,47.4157,121.585,0.292762
00200022,90/95.4CN,47.3967,121.512,0.278621
00200104,90/95.4CS,47.3958,121.513,0.278831
00200021,90/95.6CN,47.3967,121.512,0.278621
00200105,90/95.6CS,47.3967,121.512,0.278621
0009092A,90/95.8,47.3956,121.48,0.272668
0009217D,90/95N,47.3954,121.527,0.281524
0009217C,90/95S,47.395,121.527,0.281515
0009092D,90/96.5N,47.3955,121.476,0.271755
00200017,90/96.7CS,47.3933,121.473,0.271274
0009092C,90/96S,47.3944,121.476,0.271782
08614400,90/97.1C,47.394,121.459,0.268593
0010200A,90/97.2N,47.4179,121.445,0.266451
0008844A,90/97.8N,47.4254,121.434,0.264497
08614100,90/97C,47.3944,121.462,0.269254
0008916A,90/98.6N,47.4292,121.421,0.262203
0008447A,90/99,47.427,121.416,0.261139
0013706B,90/9N,47.5934,122.33,0.439929
0015983F,90/9S,47.5902,122.329,0.441574
0017597A,90/9W-N,47.5919,122.329,0.440618
08626400,92/13,48.0321,122.058,0.32548
0016985B,92/4.25,48.0287,122.1,0.332495
0013058A,96/1,47.8819,122.234,0.400845
08356300,96/10,47.8858,122.134,0.381229
0006539A,97/1,45.6725,120.835,0.124993
0005217A,97/10,45.8439,120.796,0.126932
0013975A,97/102,46.0733,120.558,0.130092
0009780A,97/103,46.0957,120.547,0.130708
0018244A,97/106,46.2041,120.478,0.133126
0013559A,97/108.25,46.2121,120.458,0.133074
0014359B,97/109.25,46.2193,120.439,0.132953
0014359C,97/109.75,46.2301,120.422,0.132878
0008120A,97/11.25,45.8796,120.75,0.126983
0014359A,97/111,46.2353,120.419,0.132931
0013793A,97/112,46.255,120.412,0.133157
0016207A,97/116,46.3093,120.332,0.132377
0016207B,97/117.15,46.31,120.331,0.132366
0016207C,97/117.25,46.3108,120.331,0.132357
0016207D,97/117.35,46.3115,120.33,0.132344
0016207E,97/117.45,46.3129,120.329,0.132326
0016207F,97/117.55,46.3139,120.327,0.132308
0016207G,97/117.65,46.3145,120.327,0.132301
0016207H,97/117.75,46.3158,120.326,0.132282
0003376B,97/118,46.3243,120.32,0.132199
0001516B,97/120,46.3614,120.32,0.132209
0003363A,97/124E,46.3823,120.344,0.132668
0007457A,97/124W,46.3822,120.344,0.132668
0007457B,97/126.25,46.3969,120.369,0.133241
0007457C,97/127,46.397,120.369,0.13323
0013931A,97/128,46.4336,120.418,0.134815
0013931B,97/129,46.4337,120.419,0.134826
0003363B,97/130.25,46.4697,120.441,0.136021
0003363C,97/132.25,46.48,120.449,0.136472
0005916A,97/132F,46.4797,120.449,0.136476
0003363E,97/138E,46.5127,120.477,0.138033
0005719D,97/138W,46.5138,120.477,0.138038
0011580A,97/140E,46.5359,120.474,0.138333
0011580B,97/140W,46.5364,120.475,0.13835
0002661A,97/141A,46.537,120.475,0.13839
0002661B,97/142A,46.5398,120.476,0.138488
0002661C,97/144A,46.5435,120.476,0.138553
0011580C,97/145E,46.5407,120.471,0.138299
0018293A,97/15,45.917,120.705,0.127089
0006774A,97/2,45.6842,120.83,0.124959
0006113A,97/20,46.0268,120.625,0.129385
0007830B,97/200,47.0057,120.592,0.153805
0001367C,97/205,47.025,120.598,0.154337
0002193A,97/206,47.0325,120.608,0.155085
0018510A,97/207.7,47.052,120.613,0.155604
00200371,97/207C,47.04,120.608,0.155182
08614300,97/208C,47.058,120.619,0.156076
0009650A,97/210,47.2006,120.707,0.163847
0003015A,97/22,46.037,120.587,0.129188
0014351A,97/271,47.2067,120.702,0.16336
0014351B,97/272.25,47.208,120.699,0.163138
0014218A,97/273,47.2421,120.697,0.163086
0014218B,97/274C,47.2553,120.695,0.162938
0014218C,97/275C,47.2632,120.697,0.1631
0014218D,97/276C,47.2777,120.698,0.163259
0014218E,97/277C,47.2926,120.7,0.163505
0014218F,97/278.25,47.2936,120.7,0.163498
0006062B,97/284.6C,47.417,120.66,0.160787
0006062A,97/284C,47.4152,120.659,0.160663
0006062K,97/285.3C,47.4241,120.659,0.160773
0006062C,97/285.4C,47.4252,120.659,0.160785
0006062D,97/285.55,47.4311,120.656,0.160566
0006062E,97/285.6C,47.4325,120.657,0.160622
0006062G,97/287.2C,47.4513,120.654,0.160489
0006062H,97/287.3C,47.4531,120.654,0.160542
0006062J,97/287.4C,47.4543,120.656,0.160721
0006062F,97/287C,47.4505,120.654,0.160519
0005205A,97/305,47.5106,120.631,0.159014
0011555A,97/310A,47.5236,120.625,0.158571
000000NJ,97/355ALT,47.6609,120.225,0.135732
0002093A,97/359ALT,47.7783,120.146,0.134451
0010859A,97/364ALT,47.8357,120.017,0.131293
0012621A,97/391,47.8555,119.939,0.129538
0006105A,97/403,47.6291,120.228,0.135454
0001743A,97/406,47.6767,120.197,0.134662
0001743B,97/408,47.7042,120.195,0.134989
0006835A,97/420,47.8145,119.973,0.129581
0007881A,97/508,48.0483,119.903,0.131977
0007683A,97/512,48.0635,119.882,0.131666
000000LX,97/520,48.1028,119.71,0.128062
08614200,97/525C,48.158,119.663,0.126948
0007309A,97/531,48.3915,119.529,0.120246
0007309B,97/533,48.4062,119.517,0.119528
0007308A,97/534,48.4117,119.513,0.119243
0005371A,97/540,48.6488,119.471,0.110044
0005367A,97/544,48.7015,119.442,0.107266
0003403A,97/547,48.7114,119.436,0.106721
0003403B,97/548.25,48.7589,119.409,0.10425
0003897A,97/560,48.9204,119.421,0.0985129
0006413A,97/6,45.7627,120.823,0.125915
0009103A,97/7,45.8184,120.806,0.126527
0009103B,97/8,45.8244,120.804,0.126629
0009243A,97/9.25F,45.8304,120.802,0.126721
0006480B,99/400,47.2404,122.357,0.402748
0001105A,99/422,47.244,122.339,0.400604
0017157A,99/475DV,47.3496,122.312,0.413454
0007046A,99/500,47.463,122.29,0.449209
0007967A,99/507N-N,47.497,122.293,0.455879
0007967B,99/508E,47.4983,122.295,0.456435
0007967C,99/508S-S,47.4979,122.296,0.456602
0007967D,99/508W,47.4978,122.295,0.456368
0006046A,99/511,47.5194,122.317,0.461293
0006902A,99/512P,47.5231,122.321,0.462129
0006046B,99/513,47.5264,122.324,0.462709
0014459C,99/530A,47.5405,122.335,0.464013
0004872A,99/530E,47.5376,122.335,0.464202
0014962A,99/530N-E,47.5437,122.334,0.463612
0014962C,99/530NBP,47.5439,122.333,0.463555
0014962B,99/530SBP,47.54,122.334,0.464007
0014459A,99/530W,47.5379,122.335,0.464243
0014459B,99/530W-S,47.5447,122.334,0.463715
0005758A,99/538,47.5675,122.339,0.455489
0006054A,99/538E-N,47.5707,122.339,0.453728
0017847C,99/539.5,47.5905,122.337,0.442553
0018290B,99/539.6,47.5918,122.337,0.441879
0017847A,99/539E,47.5886,122.338,0.443695
0017847B,99/539W,47.5886,122.338,0.44375
000000QL,99/540N-E,47.6053,122.339,0.435092
0004104B,99/540N-N,47.5962,122.334,0.438967
0003935A,99/540NB,47.5979,122.335,0.438274
0004104A,99/540S-S,47.5966,122.335,0.43888
0003935B,99/540SB,47.6,122.338,0.437554
000000QM,99/540W-S,47.6032,122.335,0.435532
0004314A,99/541,47.614,122.348,0.4317
0018549A,99/547,47.6225,122.344,0.426838
0018549C,99/548,47.6244,122.344,0.425818
0016603A,99/550P,47.6324,122.344,0.421665
000000IC,99/557,47.639,122.346,0.418415
0001447A,99/560,47.6432,122.347,0.41643
0001589A,99/567,47.6525,122.347,0.412248
0001669A,99/569,47.6619,122.347,0.409681
0001684A,99/570,47.665,122.347,0.408827
0001718A,99/571P,47.6666,122.347,0.40839
0001718B,99/572P,47.6683,122.347,0.407932
0001718C,99/573P,47.6699,122.347,0.407481
0001673A,99/574,47.6743,122.347,0.406279
0009698A,99/600,47.7792,122.346,0.393168
0007116B,99/610,47.9151,122.209,0.39244
0006399A,0USFS141,47.3915,121.382,0.254617
0005101A,101/101,46.7987,123.746,0.465599
0018155A,101/103.25,46.8127,123.738,0.467085
0012967A,101/105,46.8834,123.711,0.476699
0003581A,101/110,46.96,123.776,0.497775
0004386A,101/115,46.9707,123.806,0.502718
0012643B,101/115E-S,46.9727,123.815,0.504054
0012643A,101/115N-W,46.9733,123.811,0.503687
0012643C,101/115PD1,46.9731,123.814,0.503977
0012643D,101/115PD2,46.9734,123.811,0.503702
0011396B,101/12,46.3309,124.014,0.486319
0008574A,101/125E,46.9795,123.883,0.511722
0001084A,101/125W,46.9754,123.873,0.510295
0005808A,101/130,46.994,123.895,0.514505
0005534A,101/132,47.0309,123.922,0.519576
0012674A,101/134,47.0505,123.925,0.521172
0013515A,101/136,47.0683,123.93,0.522911
0003595A,101/138,47.092,123.905,0.524018
0011396C,101/14,46.3308,124,0.483131
0005263B,101/140,47.1033,123.906,0.524858
0017521A,101/142,47.1097,123.897,0.524908
0012862A,101/144,47.1233,123.894,0.525455
0017521B,101/145,47.1283,123.895,0.52573
0018124B,101/145.25,47.1464,123.888,0.526345
0018124A,101/146,47.1631,123.879,0.527092
0003217A,101/147,47.1684,123.884,0.527562
0003765A,101/149,47.23,123.962,0.529967
00200124,101/15.25,46.3319,123.979,0.477569
0003765B,101/150,47.23,123.962,0.529967
0012926A,101/152,47.2629,123.92,0.529608
0002031C,101/155,47.3764,123.899,0.527804
0016613A,101/157,47.4214,123.876,0.526465
0002031E,101/158,47.4258,123.876,0.526267
0005195A,101/16,46.3486,123.958,0.472105
0006421A,101/160,47.4576,123.889,0.524771
0004740A,101/162,47.4769,123.929,0.523748
0003255A,101/164.25,47.4802,123.943,0.523551
0005198A,101/167,47.48,123.959,0.523506
0005777A,101/169,47.4772,123.997,0.523495
0003255E,101/170.25,47.4758,124.006,0.52358
0003255D,101/172,47.4738,124.022,0.523773
00200385,101/173.25,47.4761,124.051,0.523839
0005777B,101/175,47.5006,124.138,0.523262
0001856A,101/18,46.3718,123.95,0.470526
0013778A,101/204,47.5399,124.335,0.521548
0001389A,101/207,47.6086,124.372,0.518439
0007346A,101/210C,47.71,124.411,0.512019
0001302A,101/212,47.739,124.35,0.509381
0016609A,101/214,47.7515,124.323,0.50808
00200381,101/214.25,47.7703,124.292,0.506027
0015390A,101/215,47.7819,124.27,0.504581
0001457A,101/217,47.8076,124.25,0.501873
0001856B,101/22,46.4282,123.918,0.464513
0012641A,101/24,46.4292,123.906,0.461581
0013073A,101/250,47.9891,122.89,0.414719
0013073B,101/251,47.9873,122.886,0.414579
00200271,101/252.25,47.9279,122.886,0.419937
0002438A,101/254,47.8379,122.888,0.429284
0002060A,101/256,47.8108,122.911,0.434615
0004325A,101/258,47.7024,122.896,0.449011
0006226A,101/260,47.6931,122.898,0.451213
0006226B,101/261,47.6925,122.898,0.451365
0015565A,101/262,47.6907,122.899,0.4518
0017476A,101/263,47.6831,122.9,0.453598
0001764A,101/265,47.6512,122.933,0.461351
0001764B,101/266,47.6494,122.934,0.461735
